#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,APPROVED,VERIFIED
2486, "RD 1428/03 052", "2011-08-25", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2487, "RD 1428/03 052", "2011-08-26", "COMPOSTILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2488, "RD 1428/03 052", "2011-08-27", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2489, "RD 1428/03 052", "2011-08-27", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2490, "RD 1428/03 052", "2011-08-27", "ALGECIRAS,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
2491, "RD 1428/03 052", "2011-08-27", "LAS ROZAS DE MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2492, "RD 1428/03 052", "2011-08-28", "S FELIU DE LLOB,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2493, "RD 1428/03 052", "2011-08-28", "ALCALA DE HENARES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2494, "RD 1428/03 052", "2011-08-28", "CORDOBA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2495, "RD 1428/03 052", "2011-08-28", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2496, "RD 1428/03 052", "2011-08-28", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2497, "RD 1428/03 052", "2011-08-28", "MADRID,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
2498, "RD 1428/03 052", "2011-08-28", "FUENLABRADA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2499, "RD 1428/03 052", "2011-08-29", "HUMANES DE MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2500, "RD 1428/03 052", "2011-08-29", "SAN SEBASTIAN DE LOS REY,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2501, "RD 1428/03 052", "2011-08-30", "ALCALA DE HENARES,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2502, "RD 1428/03 052", "2011-08-30", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2503, "RD 1428/03 052", "2011-09-01", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2504, "RD 1428/03 052", "2011-09-02", "DILAR,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2505, "RD 1428/03 052", "2011-09-02", "PORZUNA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2506, "RD 1428/03 052", "2011-09-02", "COLMENAR VIEJO,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2507, "RD 1428/03 052", "2011-09-02", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2508, "RD 1428/03 052", "2011-09-02", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2509, "RD 1428/03 052", "2011-09-03", "CIUDAD REAL,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2510, "RD 1428/03 052", "2011-09-03", "ALCALA DE HENARES,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2511, "RD 1428/03 052", "2011-09-04", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2512, "RD 1428/03 052", "2011-09-04", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2513, "RD 1428/03 052", "2011-09-04", "MANZANARES,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2514, "RD 1428/03 052", "2011-09-08", "ARGANDA DEL REY,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2515, "RD 1428/03 052", "2011-09-08", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2516, "RD 1428/03 052", "2011-09-08", "BURGOS,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2517, "RD 1428/03 052", "2011-09-10", "ALCALA DE HENARES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2518, "RD 1428/03 052", "2011-09-11", "COLLADO MEDIANO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2519, "RD 1428/03 052", "2011-09-11", "ALMERIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2520, "RD 1428/03 052", "2011-09-11", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2521, "RD 1428/03 052", "2011-09-12", "EL ENTREGO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2522, "RD 1428/03 052", "2011-09-12", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2523, "RD 1428/03 052", "2011-09-17", "LAS GABIAS,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2524, "RD 1428/03 052", "2011-09-17", "LEGANES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2525, "RD 1428/03 052", "2011-09-17", "SAN SEBASTIAN LOS REYES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2526, "RD 1428/03 052", "2011-09-17", "COSLADA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2527, "RD 1428/03 052", "2011-09-18", "VALDEPE�AS,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2528, "RD 1428/03 052", "2011-09-18", "BARA�AIN,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2529, "RD 1428/03 052", "2011-09-18", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2530, "RD 1428/03 052", "2011-09-18", "TAVERNES BLANQUES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2531, "RD 1428/03 052", "2011-09-18", "LUCENA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2532, "RD 1428/03 052", "2011-09-18", "MOSTOLES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2533, "RD 1428/03 052", "2011-09-18", "SEGOVIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2534, "RD 1428/03 052", "2011-09-18", "PINTO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2535, "RD 1428/03 052", "2011-09-27", "COSLADA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2536, "RD 1428/03 052.1", "2011-07-24", "ALCALA DE HENARES,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2537, "RD 1428/03 052", "2010-03-04", "MANILVA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2538, "RD 1428/03 052.1", "2010-11-30", "BENAMOCARRA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2539, "RD 1428/03 052", "2011-03-17", "ALCALA DE HENARES,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
2540, "RD 1428/03 052.1", "2011-03-24", "MIGUELTURRA,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
2541, "RD 1428/03 052", "2011-05-24", "CORDOBA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2542, "RD 1428/03 052.1", "2011-06-13", "POZUELO DEL REY,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2543, "RD 1428/03 052.1", "2011-06-23", "LUCENA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2544, "RD 1428/03 052.1", "2011-06-30", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2545, "RD 1428/03 052.1", "2011-06-30", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2546, "RD 1428/03 052.1", "2011-06-30", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2547, "RD 1428/03 052.1", "2011-07-12", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2548, "RD 1428/03 052.1", "2011-07-19", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2549, "RD 1428/03 048.1", "2011-07-22", "ALCOBENDAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2550, "RD 1428/03 052.1", "2011-08-02", "MAIRENA DEL ALJARAFE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2551, "RD 1428/03 052.1", "2011-08-03", "COLLADO VILLALBA,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
2552, "RD 1428/03 052.1", "2011-08-08", "SAN FERNANDO HENARES,Spain", "500.00 €, 6 puntos", "RD 1428/03", YES, YES
2553, "RD 1428/03 052.1", "2011-08-11", "GUADALAJARA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2554, "RD 1428/03 052.1", "2011-08-11", "BURGOS,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
2555, "RD 1428/03 052.1", "2011-08-12", "PUERTO DE LA TORRE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2556, "RD 1428/03 052.1", "2011-08-12", "MALAGA,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
2557, "RD 1428/03 052.1", "2011-08-18", "MALAGA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2558, "RD 1428/03 052.1", "2011-08-18", "ALCAZAR DE SAN JUAN,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2559, "RD 1428/03 052.1", "2011-08-20", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2560, "RD 1428/03 052.1", "2011-08-20", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2561, "RD 1428/03 052.1", "2011-08-20", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2562, "RD 1428/03 052.1", "2011-08-20", "ILLESCAS,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2563, "RD 1428/03 052.1", "2011-08-21", "CORDOBA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2564, "RD 1428/03 052.1", "2011-08-21", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2565, "RD 1428/03 052.1", "2011-08-21", "MALAGA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2566, "RD 1428/03 052.1", "2011-08-21", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2567, "RD 1428/03 052.1", "2011-08-23", "ALCALA DE HENARES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2568, "RD 1428/03 052.1", "2011-08-24", "ARENYS DE MAR,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2569, "RD 1428/03 052.1", "2011-08-30", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2570, "RD 1428/03 052.1", "2011-08-30", "GETAFE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2571, "RD 1428/03 052.1", "2011-08-30", "TUDELA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2572, "RD 1428/03 052.1", "2011-08-30", "LAS ROZAS DE MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2573, "RD 1428/03 052.1", "2011-09-04", "SAN SEBASTIAN REYES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2574, "RDL 8/2004 003.A", "2011-05-12", "GRANADA,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2575, "RD 1428/03 117.1", "2011-04-04", "LINARES,Spain", "200.00 €, 3 puntos", "RD 1428/03", YES, YES
2576, "RDL 8/2004 003.A", "2011-07-03", "MADRID,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2577, "RD 2822/98 032.1", "2011-07-06", "LUCENA,Spain", "80.00 €, 0 puntos", "RD 2822/98", YES, YES
2578, "RDL 8/2004 002.1", "2011-08-23", "ALMAJADA, LA,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2579, "RD 2822/98 010.1", "2011-08-23", "ALMAJADA, LA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2580, "RD 2822/98 010.1", "2011-08-23", "ALMAJADA, LA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2581, "RD 1428/03 003.1", "2011-08-31", "ALGETE,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
2582, "RD 2822/98 010.1", "2011-09-03", "MADRID,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2583, "RD 1428/03 154", "2011-09-08", "MADRID,Spain", "80.00 €, 0 puntos", "RD 1428/03", YES, YES
2584, "RD 2822/98 010.1", "2011-09-11", "CIUDAD REAL,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2585, "RDL 339/90 009.1", "2011-08-16", "MADRID,Spain", "600.00 €, 0 puntos", "RDL 339/90", YES, YES
2586, "RDL 339/90 009.1", "2011-08-16", "MANILVA,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
2587, "RDL 339/90 009.1", "2011-07-29", "CORDOBA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2588, "RDL 339/90 009.1", "2011-08-12", "LOS BARRIOS,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2589, "RDL 339/90 009.1", "2011-09-16", "CULLAR VEGA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2590, "RDL 339/90 009.1", "2011-10-10", "SAN LORENZO ESCORIAL,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2591, "RDL 339/90 009.1", "2011-10-10", "VALDEMORO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2592, "RDL 339/90 009.1", "2011-09-16", "CEUTA,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
2593, "RDL 339/90 009.1", "2011-09-16", "ROQUETAS DE MAR,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2594, "RDL 339/90 009.1", "2011-09-27", "MADRID,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
2595, "RDL 339/90 072.3", "2009-10-20", "GRANADA,Spain", "310.00 €, 0 puntos", "RDL 339/90", YES, YES
2596, "RDL 339/90 009.1", "2011-06-01", "MADRID,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
2597, "RDL 339/90 009.1", "2011-06-01", "FUENLABRADA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2598, "RDL 339/90 009.1", "2011-06-01", "CASAR DE ESCALONA, EL,Spain", "1500.00 €, 0 puntos", "RDL 339/90", YES, YES
2599, "RDL 339/90 009.1", "2011-02-15", "CORDOBA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2600, "RDL 339/90 009.1", "2011-05-25", "MADRID,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2601, "RDL 339/90 009.1", "2011-05-20", "MAJADAHONDA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2602, "RDL 339/90 009.1", "2011-06-01", "POZUELO DE ALARCON,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
2603, "RDL 339/90 009.1", "2011-06-01", "CIUDAD REAL,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2604, "RDL 339/90 009.1", "2011-06-01", "CERVELLO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2605, "RDL 339/90 009.1", "2011-06-01", "COLLADO VILLALBA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2606, "RDL 339/90 009.1", "2011-06-01", "MADRID,Spain", "1500.00 €, 0 puntos", "RDL 339/90", YES, YES
2607, "RDL 339/90 009.1", "2011-08-16", "ALMAGRO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2608, "RDL 339/90 009.1", "2011-08-16", "MADRID,Spain", "1500.00 €, 0 puntos", "RDL 339/90", YES, YES
2609, "RDL 339/90 009.1", "2011-06-08", "ALBACETE,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2610, "RDL 339/90 009.1", "2011-08-16", "MADRID,Spain", "1500.00 €, 0 puntos", "RDL 339/90", YES, YES
2611, "RDL 339/90 009.1", "2011-09-16", "FACINAS,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2612, "RDL 339/90 009.1", "2011-09-27", "MADRID,Spain", "1500.00 €, 0 puntos", "RDL 339/90", YES, YES
2613, "RDL 339/90 009.1", "2011-09-27", "MOSTOLES,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2614, "RDL 339/90 009.1", "2011-04-25", "MALAGA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2615, "RDL 339/90 009.1", "2011-06-01", "GRANADA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2616, "RDL 339/90 009.1", "2011-06-14", "MADRID,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2617, "RDL 339/90 009.1", "2011-06-14", "ZARAGOZA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2618, "RDL 339/90 009.1", "2011-06-14", "SAN AGUSTIN GUADALIX,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2619, "RDL 339/90 009.1", "2011-06-14", "POZUELO DE ALARCON,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2620, "RDL 339/90 009.1", "2011-08-12", "GRANADA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2621, "RDL 339/90 009.1", "2011-09-07", "BAENA,Spain", "1500.00 €, 0 puntos", "RDL 339/90", YES, YES
2622, "RDL 339/90 009.1", "2011-09-23", "ECIJA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2623, "RDL 339/90 009.1", "2011-10-10", "MADRID,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
2624, "RDL 8/2004 002.1", "2011-04-22", "TROBAJO CERECEDO,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2625, "RDL 8/2004 002.1", "2011-07-07", "LEON,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2626, "RDL 8/2004 002.1", "2011-05-19", "LEON,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2627, "RD 1428/03 018.2", "2008-08-12", "OVIEDO,Spain", "150.00 €, 3 puntos", "RD 1428/03", YES, YES
2628, "RD 2822/98 010.1", "2011-06-02", "OVIEDO,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2629, "RD 1428/03 003.1", "2011-04-09", "COMPOSTILLA,Spain", "500.00 €, 6 puntos", "RD 1428/03", YES, YES
2630, "RD 1428/03 143.1", "2011-04-09", "COMPOSTILLA,Spain", "200.00 €, 4 puntos", "RD 1428/03", YES, YES
2631, "RD 1428/03 003.1", "2011-07-20", "TROBAJO DEL CAMINO,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
2632, "RDL 8/2004 002.1", "2011-08-01", "VIRGEN DEL CAMINO, LA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2633, "RDL 8/2004 002.1", "2010-12-28", "VILLAOBISPO REGUERAS,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2634, "RDL 8/2004 002.1", "2011-05-22", "PALENCIA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2635, "RD 2822/98 010.1", "2011-06-23", "PONFERRADA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2636, "RDL 8/2004 002.1", "2011-01-30", "LOGRO�O,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2637, "RD 2822/98 010.1", "2011-05-03", "MAGAZ DE ARRIBA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2638, "RDL 8/2004 002.1", "2011-03-04", "PONFERRADA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2639, "RD 2822/98 010.1", "2011-05-10", "SANTOVENIA VALDONCIN,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2640, "RD 1428/03 057.1", "2011-02-22", "ARMUNIA,Spain", "200.00 €, 4 puntos", "RD 1428/03", YES, YES
2641, "RDL 8/2004 003.A", "2011-03-03", "VALENCIA DE DON JUAN,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2642, "RDL 8/2004 002.1", "2011-04-17", "LEON,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2643, "RDL 8/2004 002.1", "2011-03-29", "MADRID,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2644, "RD 1428/03 154", "2011-06-19", "MILAGRO,Spain", "80.00 €, 0 puntos", "RD 1428/03", YES, YES
2645, "RD 2822/98 010.1", "2011-05-10", "ARMUNIA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2646, "RDL 8/2004 002.1", "2011-04-23", "PEDREZUELA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2647, "RD 1428/03 091.2", "2011-07-10", "PONFERRADA,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
2648, "RD 1428/03 091.2", "2011-07-10", "PONFERRADA,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
2649, "RD 2822/98 010.1", "2011-07-27", "LEON,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2650, "RDL 8/2004 002.1", "2011-04-19", "SAN ANDRES RABANEDO,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2651, "RDL 8/2004 003.A", "2011-07-08", "LEON,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2652, "RD 2822/98 032.3", "2011-08-04", "LEON,Spain", "80.00 €, 0 puntos", "RD 2822/98", YES, YES
2653, "RD 2822/98 010.1", "2011-08-21", "ALCEDO DE ALBA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2654, "RDL 8/2004 002.1", "2011-08-14", "LEON,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2655, "RDL 8/2004 002.1", "2011-03-30", "CARUCEDO,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2656, "RDL 8/2004 002.1", "2011-04-26", "TROBAJO DEL CAMINO,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2657, "RDL 8/2004 002.1", "2011-04-09", "LEON,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2658, "RDL 8/2004 003.A", "2011-07-15", "LEON,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2659, "RDL 8/2004 003.A", "2011-07-06", "LEON,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2660, "RD 2822/98 010.1", "2011-08-04", "CARBAJAL DE LA LEGUA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2661, "RD 2822/98 010.1", "2011-08-02", "LEON,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2662, "RDL 8/2004 002.1", "2011-08-12", "LEON,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2663, "RDL 8/2004 003.A", "2011-05-30", "TROBAJO DEL CERECEDO,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2664, "RD 2822/98 010.1", "2011-07-28", "MANSILLA DE LAS MULAS,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2665, "RD 2822/98 010.1", "2011-05-24", "TRES CANTOS,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2666, "RDL 8/2004 003.A", "2011-05-26", "LEON,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2667, "RD 2822/98 010.1", "2011-05-26", "LEON,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2668, "RD 1428/03 117.1", "2011-07-28", "ARDONCINO,Spain", "200.00 €, 3 puntos", "RD 1428/03", YES, YES
2669, "RD 1428/03 003.1", "2011-08-07", "TROBAJO CERECEDO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2670, "RD 1428/03 143.1", "2011-08-07", "TROBAJO CERECEDO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2671, "RDL 8/2004 003.A", "2011-05-31", "LEON,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2672, "RD 1428/03 094.2A", "2011-07-23", "LEON,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
2673, "RDL 8/2004 002.1", "2011-06-16", "LEON,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
2674, "RD 2822/98 010.1", "2011-06-09", "LEON,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2675, "RDL 8/2004 003.A", "2011-06-21", "LEON,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2676, "RDL 8/2004 003.A", "2011-08-08", "OLMEDO,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
2677, "RD 2822/98 010.1", "2011-08-17", "BENAVENTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2678, "RD 1428/03 084.3", "2011-06-15", "AZADINOS,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
2679, "RD 2822/98 010.1", "2011-08-13", "PONFERRADA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
2680, "RD 1428/03 048", "2009-09-25", "TARRAGONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2681, "RD 1428/03 048", "2010-07-21", "SAN ANDRES DEL RABANEDO,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2682, "RD 1428/03 048", "2010-08-24", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2683, "RD 1428/03 048", "2010-08-29", "CAMPO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2684, "RD 1428/03 048", "2010-10-22", "BERIAIN,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2685, "RD 1428/03 048", "2011-01-05", "MORAL DE ORBIGO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2686, "RD 1428/03 048", "2011-03-17", "AVILA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2687, "RD 1428/03 052", "2011-03-23", "PALMA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2688, "RD 1428/03 048", "2011-03-25", "ABRERA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
2689, "RD 1428/03 048", "2011-04-01", "COMBOS, LOS (ARROYOMOLIN,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2690, "RD 1428/03 048", "2011-04-02", "MADRID,Spain", "500.00 €, 6 puntos", "RD 1428/03", YES, YES
2691, "RD 1428/03 050", "2011-04-12", "LEON,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
2692, "RD 1428/03 048", "2011-04-15", "TROBAJO DEL CAMINO,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
2693, "RD 1428/03 048", "2011-04-20", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
2694, "RD 1428/03 048", "2011-04-20", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2695, "RD 1428/03 048", "2011-04-27", "LEON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
2696, "RD 1428/03 048", "2011-04-30", "PONFERRADA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
